StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,ierc_1a,ierc_1b,ierc_2,ierc_3,ierc_3_3_TEXT,ierc_4,ierc_5,ierc_6,IRIS_1,IRIS_2,IRIS_3,IRIS_4,IRIS_5,IRIS_6,IRIS_7,IRIS_8,IRIS_9,IRIS_10,IRIS_11,IRIS_12,IRIS_13,IRIS_14,IRIS_15,IRIS_16,IRIS_17,IRIS_18,IRIS_19,IRIS_20,IRIS_21,IRIS_22,IRIS_23,IRIS_24,IRIS_25,IRIS_26,IRIS_27,IRIS_28,ier_eff1,ier_eff2,ier_eff3,ier_eff5,ier_eff6,PPASS_1,PPASS_2,PPASS_3,PPASS_4,PPASS_5,PPASS_6,PPASS_7,PPASS_8,PPASS_9,PPASS_10,PPASS_11,PPASS_12,PPASS_13,PPASS_14,PPASS_15,PPASS_16,PPASS_17,PPASS_18,PPASS_19,PPASS_20,PPASS_21,PPASS_22,PPASS_23,PPASS_24,SDT_1,SDT_2,SDT_3,SDT_4,SDT_5,SDT_6,SDT_7,SDT_8,SDT_9,SDT_10,SDT_11,SDT_12,SDT_13,SDT_14,SDT_15,SDT_16,SDT_17,SDT_18,SDT_19,SDT_20,SDT_21,SDT_22,SDT_23,SDT_24,BNSR_1,BNSR_2,BNSR_3,BNSR_4,BNSR_5,BNSR_6,BNSR_7,BNSR_8,BNSR_9,CERQ_1,CERQ_2,CERQ_3,CERQ_4,CERQ_5,CERQ_6,CERQ_7,CERQ_8,CERQ_9,CERQ_10,CERQ_11,CERQ_12,CERQ_13,CERQ_14,CERQ_15,CERQ_16,CERQ_17,CERQ_18,DERS_1,DERS_2,DERS_3,DERS_4,DERS_5,DERS_6,DERS_7,DERS_8,DERS_9,DERS_10,DERS_11,DERS_12,DERS_13,DERS_14,DERS_15,DERS_16,DERS_17,DERS_18,DERS_19,DERS_20,DERS_21,DERS_22,DERS_23,DERS_24,DERS_25,DERS_26,DERS_27,DERS_28,DERS_29,DERS_30,DERS_31,DERS_32,DERS_33,DERS_34,DERS_35,DERS_36,age#1_1,age#2_1,age#3_1,gender,gender_5_TEXT,s_orientation,s_orientation_6_TEXT,relationship,race,home,home_3_TEXT,home_who,home_who_9_TEXT,dependent,first_gen,income,id
3/11/22 3:29,3/11/22 4:22,0,100,3193,1,3/11/22 4:22,R_1rvK0CdQIBvW4f5,anonymous,EN,"I was upset because school and assignments as well as my social life had been so time consuing that I hadn't had much, or sometimes any, alone time to decompress and sort out my own thoughts feelings.","stressed out, frustated, and maybe even sad and mad.","First they just listend. They just listened and let me talk and say what I felt like I needed to say until I got it all out. And after that, once I was tried of talking and had no more to say, then they would do a mix of asking questions, giving advice, and reasuring me that I was doing okay, that I would be okay, that I was loved, and that it would all work out in the end.",1,9999,none.,1,2,6,6,1,9,9,9,3,9,9,1,9,9,5,9,9,9,8,1,7,1,7,9,4,9,9,1,7,9,7,6,6,6,6,6,4,2,4,4,1,5,6,5,2,4,1,4,5,1,5,1,1,5,1,1,1,5,4,4,2,4,2,3,2,3,1,5,2,3,4,3,3,4,2,4,3,3,3,3,3,4,3,7,7,7,1,6,2,7,7,1,4,4,3,2,4,4,2,3,1,1,2,4,3,2,3,2,1,1,4,2,1,1,1,2,5,4,2,2,1,2,3,1,1,1,2,4,1,2,1,4,3,2,1,3,2,1,1,1,1,2,2,3,1,2,4,11,104,1,9999,1,9999,1,2,2,9999,6,9999,1,2,7,57342
3/11/22 4:49,3/11/22 5:00,0,100,662,1,3/11/22 5:00,R_11XySYfhxpw5prb,anonymous,EN,"I was upset because I was struggling with school, and I couldn't handle the stress. Being at college made me feel really lonely. I didn't have anyone to go to. ","I was stressed, sad, and lonely. I felt lost and scared.","My parents comforted me, sat me down, and talked to me. They made sure to divert the topic to something I like, made sure I wasn't crying anymore. They then helped me figure out ways to solve my problem, and helped me through what to do.",1,9999,My dad,1,2,9,9,1,6,9,9,1,9,9,1,9,9,9,9,9,9,9,1,9,1,9,9,1,9,9,1,5,9,7,7,7,7,7,7,7,4,5,5,1,7,7,7,1,7,1,7,7,4,6,7,1,5,1,1,7,7,3,5,2,5,1,5,5,5,3,5,2,5,4,5,3,5,2,4,5,4,5,3,4,5,3,7,7,7,1,7,2,7,7,1,5,5,5,2,5,5,3,5,1,1,5,5,5,5,3,4,5,3,5,5,5,4,5,3,4,4,5,3,4,5,3,5,3,4,5,4,3,4,4,5,4,5,4,5,4,3,5,3,5,4,4,4,5,4,3,6,104,2,9999,2,9999,2,1,1,9999,"1,2,4",9999,1,1,7,57501
3/11/22 6:02,3/11/22 6:08,0,100,387,1,3/11/22 6:08,R_3kNDNsBhhWAcevc,anonymous,EN,I got upset when my parents force me to take a double major without any specific plan.,I was angry and anxious,We spent time together searching for more detailed plans.,1,9999,9999,1,2,5,4,7,5,4,4,1,5,6,7,5,5,5,4,6,5,4,4,4,4,5,4,5,4,5,3,5,5,4,3,4,3,4,5,4,5,3,5,5,4,5,4,3,5,4,5,6,4,5,5,4,5,3,4,4,5,5,4,3,3,4,3,2,4,3,4,3,4,3,3,3,4,3,4,3,4,3,3,4,3,3,4,5,4,5,5,4,4,5,5,3,4,3,3,4,2,2,4,4,3,3,4,2,3,4,3,4,3,3,4,3,4,3,2,2,3,3,3,4,3,3,2,4,2,3,4,4,3,2,2,3,3,4,4,3,3,4,4,3,4,2,3,4,3,8,20,102,1,9999,1,9999,1,1,1,9999,"1,2,3",9999,1,1,8,54230
3/11/22 8:02,3/11/22 8:20,0,100,1071,1,3/11/22 8:20,R_2veHH4YEbrXkua4,anonymous,EN,I didn't do well on an assignment. ,"Sad, anxious",They told me that there were going to be more chances to fix my mistakes. ,1,9999,Sibling,1,2,5,7,7,6,3,6,1,3,6,7,4,4,4,3,4,4,3,1,3,6,5,2,5,3,2,5,2,3,2,2,1,2,1,7,4,6,2,5,6,3,4,3,5,5,4,2,4,4,3,5,3,2,5,5,6,3,3,4,5,3,2,2,5,4,2,3,2,1,5,3,4,4,2,1,5,4,5,5,2,3,4,2,2,4,3,2,4,2,3,4,4,2,2,2,5,2,5,1,2,2,5,2,5,2,1,4,2,2,1,1,3,4,5,1,1,1,5,2,3,3,4,4,5,5,1,4,4,2,4,2,4,2,3,4,4,2,4,5,5,4,4,2,5,4,7,9,103,1,9999,1,9999,1,1,2,9999,7,9999,1,2,7,58186
3/11/22 8:02,3/11/22 8:24,0,100,1298,1,3/11/22 8:24,R_W3xUV5ZIXVHqFdD,anonymous,EN,I think the time I was upset was most recently when I made a transition from high school to UCR. Parting ways with my family and friends really took a huge toll on me.  ,I felt really scared when I first left my home not knowing how I would make friends or even if I'd be a good fit for college or not. ,Both of my parents tried helping me emotionally when I was really sad that I was leaving. They were telling me how time flies and stuff but to be quite honest that didn't really help. The person who actually helped me was my grandpa. He gave examples of the time he was in the army and had to stay away from home for months on end. That made me realize RIverside ain't too far away from Bakersfield and I don't really have it bad as I had initially thought it to be. ,3,Grandpa ,I think it was just more of a one on one with them all,1,1,6,9,1,7,9,6,1,9,9,1,6,5,9,9,9,9,9,5,6,1,9,9,1,9,9,7,1,9,7,7,7,7,7,7,4,1,7,3,1,7,7,6,1,7,1,6,5,6,7,2,4,6,1,1,2,2,1,5,2,4,1,5,1,5,1,5,1,5,4,5,2,5,1,5,1,4,3,5,1,4,1,7,7,7,1,7,1,7,7,1,4,2,4,4,5,2,2,4,2,2,2,4,2,3,4,5,2,2,5,5,1,2,2,4,4,4,2,4,3,2,5,2,1,1,4,5,1,1,2,4,2,4,2,5,2,1,2,2,1,1,5,2,2,2,5,15,104,1,9999,1,9999,2,1,9999,9999,"1,2,4,9",Grandpa,1,1,5,57935
3/11/22 1:18,3/11/22 9:06,0,100,28054,1,3/11/22 9:06,R_20SWqK2sHshBpPE,anonymous,EN,I was upset because I felt as if everyone around me was taking advantage of me and was not taking my emotions into consideration. ,I was feeling sad and disappointed. ,"My mom gave me a long hug and told me that she was going to make everything okay. She told me that I do matter and my feelings are the most important thing to her, and that she was going to talk to the family around me so that they understand how I felt about the current events. ",1,9999,My sister,1,1,9,6,2,9,7,8,1,7,6,2,8,8,6,7,8,8,9,1,7,1,9,9,2,7,8,1,5,9,6,6,7,6,6,7,6,1,7,2,1,6,7,6,1,7,1,7,7,1,7,2,1,7,2,1,2,5,6,5,3,2,1,5,4,5,2,5,4,5,2,5,2,4,2,1,1,1,4,5,3,5,4,7,7,7,1,7,3,7,6,6,3,5,4,2,5,2,3,4,2,4,4,3,4,4,4,3,3,3,4,5,2,1,1,4,4,5,1,4,3,2,4,1,2,2,3,2,1,3,2,3,2,3,2,3,3,2,3,2,3,1,3,4,2,2,9,14,103,1,9999,1,9999,2,5,1,9999,1,9999,1,1,2,53273
3/11/22 9:37,3/11/22 10:09,0,100,1940,1,3/11/22 10:09,R_qy1cOTXziwSMgCt,anonymous,EN,"That happened when I was in 10th grade, and that was also the 2nd year I came to America. I broke up with my first girlfriend when we had around 5 months of the relationship, but I never talk to my parents about this and they didn't know anything about it. I was crying all day long and didn't come out of my room for dinner. My parents noticed my emotional disorder but they haven't said anything since they also have many other things to care about in the daytime. Therefore, I sent my parents a message and told them that I went to one of my best friend's houses and spent my night with him.","I was sad and scared because I wanted to do my best to keep my relationship with my first girlfriend. Also, I wanted to do something to make me stop thinking about the breakup but nothing worked. ","When I get back from my best friend's house, my parents opened the door and finally found out that there are something wrong with me and it hurt them a lot to see me crying. They brought me water and some food and started listening to my story. They reassured me that there is still a long way to go in life and that there are still a lot of chances for me to have a good talk with that girl in the future. If I and that girl can't really be together again, we can still be good friends after all. After talking to them, I calmed down a lot and realized that there are still many people in this world who love me. I should choose to face life with optimism and look forward to the future, and more importantly, have confidence in myself.",1,9999,My best friend and my big sister.,1,1,7,7,4,7,8,8,3,8,8,3,1,7,7,7,7,7,8,2,7,1,7,7,6,7,7,8,6,8,5,6,5,5,6,5,3,1,6,1,1,5,6,6,1,6,1,6,6,1,5,6,4,6,1,1,5,6,6,5,4,4,5,5,1,4,4,4,1,4,1,4,4,4,3,4,2,5,1,5,4,5,3,6,4,7,1,6,1,5,6,1,4,4,5,5,2,3,2,4,4,2,3,3,4,1,4,2,2,1,5,4,4,1,1,1,5,4,1,3,2,2,2,1,2,1,1,2,2,3,2,2,1,5,2,3,2,3,1,1,3,2,2,3,2,2,6,15,103,1,9999,1,9999,2,1,2,9999,6,9999,2,1,3,58271
3/11/22 10:05,3/11/22 10:24,0,100,1128,1,3/11/22 10:24,R_3rUFtwiBih2zWWp,anonymous,EN,A time when I was upset and my mom actually supported me emotionally is when I finally told her my father has been sexually abusing me. ,I was relieved to tell her but I felt sad and anxious because my mom lost a husband and my brothers lost their father. ,My mom told me that everything that happened wasn't my fault and that she would be there for me every step of the way. I was feeling guilty that I made my family lose their husband and father but my mom made me feel like I was more important. ,1,9999,My brothers,1,2,3,3,5,4,5,4,1,4,4,4,3,4,4,3,6,5,4,3,3,4,5,5,1,2,3,1,2,2,5,4,5,5,5,6,5,7,4,2,6,3,1,2,7,7,3,1,2,7,1,7,5,3,7,6,7,1,2,3,2,5,3,5,3,5,1,5,1,5,3,5,1,5,4,5,2,4,1,5,2,5,2,2,3,2,5,2,7,2,1,7,5,4,4,4,5,3,1,5,4,2,2,3,3,2,4,3,2,3,3,4,2,3,4,3,3,4,4,3,2,2,4,2,2,4,2,4,2,2,1,3,2,4,1,4,2,2,1,2,2,2,4,3,4,5,10,19,104,2,9999,1,9999,1,1,2,9999,7,9999,2,1,8,57514
3/11/22 10:48,3/11/22 10:58,0,100,581,1,3/11/22 10:58,R_124E0qBs1rCspZN,anonymous,EN,my car had a major problem with it,i was feeling anxious and angry because it's a costly expense and I didn't know how to deal with it,My mother calmy asked me questions to calm me down and led me to the next step,1,9999,N/A,2,1,7,8,1,5,6,5,1,9,4,1,5,5,4,5,6,5,6,1,4,3,1,7,5,1,5,1,6,4,6,4,5,5,6,5,6,3,4,2,6,5,5,4,2,5,2,3,6,2,4,2,1,5,1,2,6,3,4,3,3,2,3,4,2,3,4,2,2,3,2,3,3,3,2,4,2,3,2,2,2,4,2,4,5,7,1,6,3,6,7,3,2,3,3,2,2,3,1,5,2,2,2,3,1,2,3,3,4,2,3,3,4,1,2,3,2,4,1,2,2,2,2,2,3,3,2,2,2,5,2,4,4,2,2,1,3,3,3,4,2,2,4,3,2,4,1,29,104,1,9999,1,9999,1,6,2,9999,6,9999,1,2,7,57895
3/11/22 10:10,3/11/22 11:12,0,100,3696,1,3/11/22 11:12,R_1f8AaZ8G2QXzuOZ,anonymous,EN,I was discouraged by life and school. I wasn't doing as well as I wanted. Life felt meaningless at times. I had a conflict in myself that involved my parent. ,"I was mostly mad, but also anxious and scared. I was screaming of anger and crying. ","My parent entered my room and asked if I wanted to talk about it. She then, started asking me questions like ""why are you crying"", ""what is making you upset"", etc. Then, she asked if I wanted a hug and proceeded to give me one. ",1,9999,no one. My brother was in the other room and he could hear me. ,1,2,9,6,1,1,6,7,1,9,1,7,7,5,5,7,6,8,6,1,1,5,7,6,1,7,5,1,6,6,5,3,4,5,4,6,5,2,3,7,6,4,6,6,6,7,5,3,1,3,2,4,4,4,2,3,5,4,3,4,5,3,4,3,3,4,2,4,3,4,4,4,3,3,4,3,4,3,4,3,5,4,4,4,3,6,5,5,5,4,4,6,3,2,3,4,4,4,4,4,3,2,5,4,2,4,2,1,3,1,3,2,5,3,2,2,3,2,3,5,3,3,3,3,1,1,4,4,4,2,3,4,3,3,3,4,4,2,3,3,2,3,4,2,3,4,9999,9999,9999,4,9999,5,9999,1,1,3,"when I am at home, yes","6,9",I just moved back to school,1,2,8,57949
3/11/22 11:27,3/11/22 11:40,0,100,814,1,3/11/22 11:40,R_1jfcPBiSieIgDvp,anonymous,EN,Because my parent refused to acknowledge their own mistakes. ,I was feeling angry and annoyed by their unwillingness to compromise or attempt to understand. ,I did not receive any and chose to remove my self from to situation to avoid further investment.,3,Neither,Friends ,1,1,9,9,9,1,1,1,9,1,9,9,1,1,1,1,1,1,1,9,1,5,1,1,9,1,1,5,5,1,4,5,1,6,7,1,1,7,1,1,7,1,1,1,6,1,7,1,1,7,1,1,7,1,7,7,1,1,1,5,4,4,2,5,1,4,2,3,3,5,3,4,2,3,1,5,1,5,3,3,4,5,1,1,4,1,1,1,7,4,1,5,5,4,2,2,4,2,3,5,2,4,4,5,1,1,5,2,5,5,5,5,1,1,1,5,5,5,1,5,1,1,1,1,1,1,5,1,1,5,1,5,1,5,1,1,1,1,1,1,1,1,1,2,1,1,11,5,102,1,9999,1,9999,1,1,2,9999,6,9999,1,2,7,58448
3/11/22 11:36,3/11/22 11:59,0,100,1354,1,3/11/22 11:59,R_1eVJOLlURVKhAWi,anonymous,EN,"I had gotten rejected from a lot of the colleges that I applied to and was pretty upset about that, since I was only choosing between 2 schools.",I was feeling sad and but was trying to cover it up.,"My parents didn't really want to talk to me about my emotions. Instead, they tried to talk to me about my options for school, which made logically sense to talk about, but because I was upset I really didn't want to hear it and so they got mad at me. They said that *they* already were feeling better that I had gotten rejected from the schools and that *they* had already gotten past it.",2,9999,no one,1,2,1,9,8,5,5,2,1,3,5,7,2,7,2,1,9,1,2,1,1,9,5,1,9,1,2,8,7,2,2,3,2,5,2,6,5,7,3,4,4,5,4,6,4,3,4,3,2,6,2,2,5,5,5,5,5,6,3,3,4,4,1,4,1,3,1,4,1,4,1,4,3,4,3,5,1,4,3,5,1,4,2,5,5,4,1,5,5,3,2,5,3,4,4,4,4,4,2,4,2,2,2,3,2,3,3,4,2,1,5,5,4,2,4,4,2,5,3,4,2,4,3,1,1,2,4,4,1,3,2,5,3,3,2,3,2,1,2,3,1,2,3,4,2,4,9,17,104,2,9999,1,9999,1,1,2,9999,6,9999,1,2,7,57822
3/11/22 11:22,3/11/22 12:10,0,100,2907,1,3/11/22 12:10,R_3dXkVE9AAMzkG2w,anonymous,EN,"The most recent one, when my parents held heavy things, I get upset and angry because I know that these things are heavy and my parents are old and I do not see any bad thing happen to them because of carrying or anything.","In general, I feel anxious because I want to be the way that my parents want me to be, and I do not feel that I can reach that. ","When I feel sad, my parents remind me what I have done in the past which helps to change my emotions in a better way. ",3,My father & My mother,My brother,1,2,9,9,2,9,7,7,2,6,9,1,9,9,7,8,9,9,9,9,8,8,7,8,5,9,8,8,6,8,7,6,6,6,6,6,6,3,6,5,3,3,6,6,5,5,2,6,3,1,6,5,2,6,1,1,4,6,6,4,2,4,3,4,4,4,2,3,3,3,3,3,3,3,2,3,2,5,4,4,3,4,2,7,7,7,4,7,1,6,5,2,4,3,4,5,4,3,3,4,2,3,4,4,4,2,4,4,3,2,4,4,2,1,4,4,4,4,3,3,2,2,3,2,2,2,3,2,2,2,2,3,2,3,2,2,2,2,2,2,2,2,3,3,3,2,11,25,101,1,9999,1,9999,1,6,1,9999,"1,2,3",9999,2,2,2,58080
3/11/22 11:13,3/11/22 12:11,0,100,3494,1,3/11/22 12:11,R_1P1neo8gQaWmaPC,anonymous,EN,Recently I was broken up with by my girlfriend of 2 years very one-sidedly.,"Extremely depressed, anxious, upset, lonely, stressed, abandoned","A few days after the breakup, I went back to Riverside from my home and was doing extremely difficult by myself. That night, my dad was the only one to call me and he gave me advice from past breakups, letting me speak my mind as well. He was the first person I talked to about the breakup other than just briefly telling others, and the first one to give me actual support. He also offered to either drive up to Riverside or bring me back home to have a family dinner to make me feel better.",2,9999,"Other friends, sister, mom",2,2,9,9,1,9,9,9,1,8,9,1,9,3,6,9,7,9,6,1,4,1,5,9,1,1,8,1,4,9,7,5,6,5,6,6,5,2,4,4,4,6,5,4,3,6,3,4,5,2,3,3,2,5,2,1,5,5,4,4,5,3,5,2,4,3,1,3,2,3,4,4,3,2,4,4,3,4,5,3,3,4,2,5,6,7,3,6,1,5,5,2,5,4,5,5,5,4,2,2,3,2,2,5,1,4,2,2,3,1,3,4,2,2,2,4,3,5,2,4,2,1,2,1,2,3,4,4,2,3,2,4,1,2,1,2,2,2,1,3,2,2,1,1,2,2,7,18,104,1,9999,1,9999,1,6,2,9999,6,9999,1,2,7,57916
3/11/22 12:15,3/11/22 12:27,0,100,701,1,3/11/22 12:27,R_2zxdN1c7F5Z7qRE,anonymous,EN,I was upset because I got into a fight with my best friend right before a trip we had planned.,I was feeling sad and angry,My parents reassured me everything was going to be fine and offered solutions,2,9999,My mom,1,2,7,9,1,8,8,8,1,8,9,1,9,9,7,8,8,8,8,1,9,1,7,8,1,8,8,1,9,8,6,6,7,5,6,7,4,5,5,2,2,6,7,5,3,5,4,4,5,1,5,3,1,5,2,2,4,5,5,4,4,3,4,4,3,2,1,3,2,4,2,4,2,3,2,4,3,3,2,4,4,4,3,4,5,6,3,6,4,5,4,2,4,4,4,2,4,4,2,3,2,2,4,4,4,2,4,4,2,2,2,3,4,4,3,2,2,3,4,2,4,4,4,2,1,3,4,4,2,2,1,3,4,4,1,4,2,2,3,3,3,1,2,3,2,4,12,11,102,2,9999,1,9999,1,3,1,9999,"1,2,3,4",9999,1,2,8,58523
3/11/22 3:38,3/11/22 12:27,0,100,31727,1,3/11/22 12:27,R_XY3Dhl5Dghaw8X7,anonymous,EN,I was upset because I was feeling unsure about my major.,I was anxious and stressed.,My mother helped me organize my thoughts by asking how I felt about certain aspects of my major. She reassured and comforted me by telling me to have patience and made sure to remind me that there should be no pressure in my decisions.,1,9999,no one,1,1,9,7,1,7,9,9,1,9,1,1,9,8,5,9,9,8,9,1,9,1,8,9,1,1,9,1,1,9,7,7,7,7,7,7,6,1,7,1,1,7,7,7,1,2,1,7,7,1,4,1,1,7,1,1,3,7,7,5,5,5,1,2,4,4,2,5,1,5,2,5,1,5,1,5,4,4,4,5,1,2,4,7,7,7,1,7,1,7,7,1,5,5,5,5,5,5,1,5,1,1,1,4,2,5,5,5,2,1,1,5,4,5,5,4,1,1,5,4,5,5,5,1,1,5,4,5,5,2,5,5,4,4,4,5,1,4,5,2,1,1,5,2,4,5,2,24,104,2,9999,1,9999,1,3,1,9999,"1,2,3,4",9999,1,1,3,56058
3/11/22 12:43,3/11/22 12:56,0,100,776,1,3/11/22 12:56,R_2QzZnXTPiWDj0nu,anonymous,EN,I got into a car accident,angry because it was not my fault,my mom told me that i would be okay so i said okay and was okay.,1,9999,police and other person,2,1,1,9,1,5,5,5,1,9,5,5,5,9,9,5,9,2,5,5,5,5,5,5,1,1,1,1,1,5,6,4,4,5,4,6,1,1,4,4,5,4,7,2,1,4,2,2,4,3,3,3,3,3,3,3,1,3,3,3,5,3,1,5,2,3,3,3,3,3,3,3,3,3,2,3,3,1,5,2,4,4,2,1,3,3,4,2,7,3,2,6,3,2,5,2,4,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,23,102,1,9999,1,9999,6,5,1,9999,"1,2,4",9999,2,2,6,57980
3/11/22 12:49,3/11/22 13:05,0,100,952,1,3/11/22 13:05,R_9AI0Gr5709aRZtv,anonymous,EN,I was upset because my puppy had gotten run over and it was hard to bear because he was basically family. I was sobbing over the fact of his death and my parents did help me by saying that he is in a better place now and that it is alright. ,I was sad and angry because this could have been prevented if he was not taken out of the house. ,They were hugging me and telling me that it was alright and that he is in a better place now. They told me to breathe in and out and make sure that I was in the right state of mind.,1,9999,Father,1,2,5,6,1,5,6,7,1,6,7,1,6,6,6,7,6,6,7,1,6,1,6,6,1,8,6,2,5,7,5,6,6,6,4,5,3,1,5,1,1,6,5,4,1,5,1,5,2,1,5,5,1,5,1,1,3,4,4,4,3,4,1,4,3,4,1,4,1,4,2,4,1,4,1,4,3,4,1,5,2,4,1,5,4,6,1,5,2,5,5,1,3,3,4,1,4,3,4,4,2,1,4,3,2,2,4,2,2,1,4,4,1,2,2,4,4,4,1,4,4,2,2,1,1,1,3,3,1,2,2,2,2,3,2,3,2,3,2,1,1,1,1,2,2,2,3,23,104,1,9999,1,9999,1,3,1,9999,"1,2,3,4",9999,1,1,3,58519
3/11/22 12:29,3/11/22 13:08,0,100,2345,1,3/11/22 13:08,R_WjwaCwMRH8Qv5V7,anonymous,EN,I had just broken up with my boyfriend at the time so I was very sad and angry. My mom had seen me sad all week that day I was laying down in my room sobbing and she came up to me trying to comfort me and be there for me.,"I was very sad, I was crying uncontrollably, I was angry, after she was there with me I was a bit calmer but still very sad.",My mom had told me that this did not deserve to be in my life that there are many boys out here in the world to choose from. That made me laugh and kind of made me realize that i should not have been going through that. She also told me to keep my head up and to accept what happened and bounce back up. ,1,9999,My sister and dad.,1,2,9,9,5,7,7,8,1,8,9,1,9,5,5,8,5,7,9,5,5,1,7,7,1,7,5,1,5,9,6,5,7,5,5,6,2,2,4,4,2,5,5,5,4,4,3,4,5,3,5,4,3,5,3,3,2,4,5,4,2,4,2,4,3,4,3,4,2,4,2,4,4,3,2,3,3,3,4,4,3,3,3,7,4,7,3,6,2,6,6,2,4,2,4,2,4,3,2,4,2,2,2,3,2,2,3,1,2,3,3,3,3,1,1,2,3,4,3,4,3,1,1,2,1,2,3,2,2,3,1,3,3,3,1,2,2,1,1,1,2,2,2,2,2,2,9,22,104,2,9999,1,9999,1,3,1,9999,"2,4",9999,1,1,3,58057
3/11/22 13:06,3/11/22 13:19,0,100,750,1,3/11/22 13:19,R_2ahKnAyRXxd4fOU,anonymous,EN,I was upset because I felt misunderstood and I didn’t feel like things were fair. ,"Sad, angry, & hurt ",They helped clam me down ,2,9999,Mother ,1,2,8,5,4,6,5,3,1,6,3,5,5,5,6,6,9,7,5,1,4,2,5,9,2,9,5,1,5,6,5,5,7,5,6,5,5,1,4,2,1,5,5,5,7,6,5,5,6,5,2,4,4,2,7,7,7,3,4,2,4,4,5,3,4,4,3,4,3,4,3,4,4,3,4,4,4,2,4,3,4,3,4,5,3,6,4,4,4,3,5,4,5,5,3,4,5,3,3,3,2,1,2,2,4,3,3,4,5,3,4,4,4,4,4,3,3,4,3,4,4,4,2,2,2,2,3,3,2,2,2,3,2,3,2,3,3,3,2,3,3,2,3,2,2,2,11,30,100,2,9999,1,9999,2,3,1,9999,"1,2,4",9999,1,2,3,58500
3/11/22 13:28,3/11/22 13:45,0,100,974,1,3/11/22 13:45,R_1OQ4oVhnWv0q9P6,anonymous,EN,I was upset because some of my friends were being distant and acting differently. They were not including me and purposely did things that would make anyone upset. ,"sad, mad, angry, confused",my parents kept telling me that it would be okay and that i would find other friends. they said that i should know my worth and not go back to them when they treat me badly. ,3,both,my brother,1,1,8,8,4,8,8,8,2,8,8,2,8,8,5,9,9,9,9,1,7,1,9,9,2,5,9,2,9,9,7,6,6,6,6,6,5,2,6,2,4,6,6,6,2,6,2,6,6,1,6,2,2,6,2,2,4,6,6,5,3,5,2,5,1,5,1,4,1,4,3,4,1,5,1,4,1,5,2,5,1,4,2,5,4,4,2,4,4,5,5,2,5,5,4,1,4,4,1,5,5,2,1,2,3,2,4,4,2,4,4,4,2,2,4,4,4,4,4,4,2,2,4,4,4,2,4,2,2,3,2,3,2,2,2,4,4,2,2,2,2,2,2,3,3,4,8,24,104,2,9999,1,9999,1,1,1,9999,"1,2,3",9999,1,2,7,57420
3/11/22 13:30,3/11/22 13:56,0,100,1552,1,3/11/22 13:56,R_ZqqSOUwIGYNWSyt,anonymous,EN,I was upset because my dad is not currently working and I had a very late night doing homework and I had school at around 11 so I was hoping to get a good amount of sleep before my class but my dad decided to go with a cousin and help him out at 6 so I was left to wake up at that time to make my brother breakfast and take him to school and then I was not able to go back to sleep so it just ruined my whole day because I only slept 3/4 hours when he could have waited one more hour take him to school and let me sleep since it should not even be my responsibility in the first place.,I was angry at first but the whole rest of the day I don't want to say I was sad about it but I felt sorty of drowsy the day felt so long and I had no motivation.,Later when I was complaining to my mom she was telling me how she obviously doesn't want to wake up at 3 every morning to go to work but she does and that she understands my dad could have done things differently but that he also had no way of knowing I slept late. ,1,9999,No one I was just venting to my mom,1,2,7,7,5,6,8,8,3,7,7,1,8,4,6,7,3,5,7,1,6,3,7,9,4,4,6,3,7,7,6,4,4,5,5,5,3,5,3,4,5,5,5,4,5,4,4,5,3,4,4,4,3,4,4,5,3,4,3,3,3,4,2,4,2,3,2,4,1,4,2,3,3,4,2,3,3,3,3,4,2,4,3,5,5,6,2,5,4,5,5,5,5,5,4,4,5,3,2,4,2,2,3,3,4,4,4,4,3,2,4,4,4,3,3,3,3,3,3,4,2,2,3,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,8,7,103,2,9999,1,9999,1,3,1,9999,"1,2,3",9999,1,1,8,57566
3/11/22 13:56,3/11/22 14:04,0,100,498,1,3/11/22 14:04,R_x93dGF2wKtChtKx,anonymous,EN,I was upset because I was stressing myself out about balancing my life and I was mad at myself because I didn't know how to manage my time and do everything I wanted to do.,"I was nervous and angry, but also sad.",My parent talked with me on the phone and told me that everything was going to be okay. They helped me relax and showed me an easier way to be able to do everything that I wanted to do.,2,9999,N/A,2,1,9,8,2,7,7,7,2,8,8,1,8,8,8,8,8,8,8,1,9,3,6,8,2,5,9,2,8,8,6,6,6,6,6,6,4,1,6,2,3,7,4,1,3,4,2,5,5,3,4,5,2,2,2,4,4,4,3,3,3,4,3,4,2,3,4,5,2,3,3,4,2,3,2,4,3,4,2,4,2,4,4,6,6,6,2,5,5,4,5,3,3,4,4,4,4,3,2,3,3,4,3,4,4,3,4,3,2,2,3,4,4,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,3,3,11,20,103,2,9999,1,9999,1,1,2,9999,6,9999,1,2,8,54810
